Restaurants_Name,Cuisine,area,region,Discount,cost_of_two,ratings
The Dual Room,"European, Cocktail Menu",Indiranagar,East Bengaluru,25,1500,4.0
The Dual Room,"European, Cocktail Menu",Indiranagar,East Bengaluru,25,1500,4.0
Horizon,Pan Asian,,,40,3000,4.6
Horizon,Pan Asian,,,40,3000,4.6
Masara Indian Restaurant,North Indian,Banaswadi,North Bengaluru,25,1500,5.0
Masara Indian Restaurant,North Indian,Banaswadi,North Bengaluru,25,1500,5.0
Chowman,"Chinese, Thai",Koramangala,South Bengaluru,25,2000,3.5
Chowman,"Chinese, Thai",Koramangala,South Bengaluru,25,2000,3.5
Timbar,Multicuisine,JP Nagar,South Bengaluru,40,1500,3.8
Timbar,Multicuisine,JP Nagar,South Bengaluru,40,1500,3.8
Long Boat Brewing Co.,Multicuisine,Marathahalli,East Bengaluru,25,2000,4.1
Long Boat Brewing Co.,Multicuisine,Marathahalli,East Bengaluru,25,2000,4.1
La Roserie,European,Kalyan Nagar,North Bengaluru,35,800,5.0
La Roserie,European,Kalyan Nagar,North Bengaluru,35,800,5.0
Mango Leaf Restaurant,Multicuisine,Hoskote,Bengaluru,35,1000,5.0
Mango Leaf Restaurant,Multicuisine,Hoskote,Bengaluru,35,1000,5.0
Chelvies Coffee,Bakery,Indiranagar,East Bengaluru,35,1500,4.0
Chelvies Coffee,Bakery,Indiranagar,East Bengaluru,35,1500,4.0
EBISU,Japanese,,,25,2000,4.0
EBISU,Japanese,,,25,2000,4.0
NChef ,Multicuisine,Brigade Road,Central Bengaluru,25,1200,5.0
NChef ,Multicuisine,Brigade Road,Central Bengaluru,25,1200,5.0
The Reservoire Cocktail Bar & Kitchen,Multicuisine,12th main,East Bengaluru,25,2000,4.6
The Reservoire Cocktail Bar & Kitchen,Multicuisine,12th main,East Bengaluru,25,2000,4.6
Limelight ,Multicuisine,Royal Orchid Hotel,Bengaluru,40,2500,4.1
Limelight ,Multicuisine,Royal Orchid Hotel,Bengaluru,40,2500,4.1
Hidden Bunker Pub,Multicuisine,Kadubeesanahalli,Bengaluru,60,1000,2.3
Hidden Bunker Pub,Multicuisine,Kadubeesanahalli,Bengaluru,60,1000,2.3
Marrakesh,Multicuisine,JP Nagar,South Bengaluru,50,1000,3.9
Marrakesh,Multicuisine,JP Nagar,South Bengaluru,50,1000,3.9
The English Channel,Multicuisine,Jayanagar,South Bengaluru,25,1200,4.7
The English Channel,Multicuisine,Jayanagar,South Bengaluru,25,1200,4.7
F5,All Day Dining,Hilton,Bengaluru,40,2500,4.1
F5,All Day Dining,Hilton,Bengaluru,40,2500,4.1
Bier Loft Brewing Co.,Multicuisine,Electronic City Phase 1,South Bengaluru,35,1500,4.3
Bier Loft Brewing Co.,Multicuisine,Electronic City Phase 1,South Bengaluru,35,1500,4.3
La Gioia,Italian,12th main,East Bengaluru,35,2000,4.3
La Gioia,Italian,12th main,East Bengaluru,35,2000,4.3
Brew Mill,"Multicuisine, All Day Dining",Electronic City Phase 1,South Bengaluru,35,1500,5.0
Brew Mill,"Multicuisine, All Day Dining",Electronic City Phase 1,South Bengaluru,35,1500,5.0
Highgarten Pub,"Finger Food, Cocktail Menu",Ashok Nagar,Bengaluru,25,800,5.0
Highgarten Pub,"Finger Food, Cocktail Menu",Ashok Nagar,Bengaluru,25,800,5.0
Roxbury Bar & Kitchen,Multicuisine,Hennur,North Bengaluru,40,1200,4.8
Roxbury Bar & Kitchen,Multicuisine,Hennur,North Bengaluru,40,1200,4.8
Murphy's Brewhouse,"Multicuisine, Cocktail Menu",The Paul,Bengaluru,35,2000,4.4
Murphy's Brewhouse,"Multicuisine, Cocktail Menu",The Paul,Bengaluru,35,2000,4.4
Tea Villa Cafe,"Chinese, North Indian",Jayanagar,South Bengaluru,25,550,4.4
Tea Villa Cafe,"Chinese, North Indian",Jayanagar,South Bengaluru,25,550,4.4
The Fatty Bao,Pan Asian,12th main,East Bengaluru,40,2000,4.4
The Fatty Bao,Pan Asian,12th main,East Bengaluru,40,2000,4.4
Trayam Vegetarian Creations,Multicuisine,Hennur,North Bengaluru,25,2000,4.6
Trayam Vegetarian Creations,Multicuisine,Hennur,North Bengaluru,25,2000,4.6
Pakka Local,"Finger Food, Cocktail Menu",RT Nagar,North Bengaluru,35,1000,5.0
Pakka Local,"Finger Food, Cocktail Menu",RT Nagar,North Bengaluru,35,1000,5.0
Lotus Pavilion ,Multicuisine,ITC Gardenia,Bengaluru,25,3500,4.8
Lotus Pavilion ,Multicuisine,ITC Gardenia,Bengaluru,25,3500,4.8
Singapore Street,Pan Asian,Kammanahalli,East Bengaluru,35,2000,4.4
Singapore Street,Pan Asian,Kammanahalli,East Bengaluru,35,2000,4.4
Grazers Resto Bar,Multicuisine,Jayanagar,South Bengaluru,40,2000,4.2
Grazers Resto Bar,Multicuisine,Jayanagar,South Bengaluru,40,2000,4.2
Ironhill,Multicuisine,Marathahalli,East Bengaluru,25,1600,4.5
Ironhill,Multicuisine,Marathahalli,East Bengaluru,25,1600,4.5
Beige,Global Cuisine,Marathahalli,East Bengaluru,25,3000,3.9
Beige,Global Cuisine,Marathahalli,East Bengaluru,25,3000,3.9
Skyro,Multicuisine,Nagarbhavi,West Bengaluru,35,1200,4.4
Skyro,Multicuisine,Nagarbhavi,West Bengaluru,35,1200,4.4
Little Italy,"Italian, Mexican",Kalyan Nagar,North Bengaluru,35,2000,4.3
Little Italy,"Italian, Mexican",Kalyan Nagar,North Bengaluru,35,2000,4.3
Mockaholic,Multicuisine,JP Nagar,South Bengaluru,35,2000,4.5
Mockaholic,Multicuisine,JP Nagar,South Bengaluru,35,2000,4.5
Watson's Cantina,Multicuisine,Vasanth Nagar,Central Bengaluru,25,1400,4.0
Watson's Cantina,Multicuisine,Vasanth Nagar,Central Bengaluru,25,1400,4.0
Khmer Kitchen,Asian,JP Nagar,South Bengaluru,25,2000,4.7
Khmer Kitchen,Asian,JP Nagar,South Bengaluru,25,2000,4.7
My Place,Multicuisine,,,50,2500,4.4
My Place,Multicuisine,,,50,2500,4.4
Fire Station,Multicuisine,Electronic City,South Bengaluru,35,2000,4.1
Fire Station,Multicuisine,Electronic City,South Bengaluru,35,2000,4.1
Oh! Calcutta,Bengali,Church Street,Central Bengaluru,25,2000,4.4
Oh! Calcutta,Bengali,Church Street,Central Bengaluru,25,2000,4.4
Punjab Bistro,North Indian,Mahadevapura,Bengaluru,35,2000,4.1
Punjab Bistro,North Indian,Mahadevapura,Bengaluru,35,2000,4.1
Tiger Trail,Indian,Royal Orchid Hotel,Bengaluru,40,2500,4.1
Tiger Trail,Indian,Royal Orchid Hotel,Bengaluru,40,2500,4.1
Cafe NH75,Multicuisine,,,25,2000,5.0
Cafe NH75,Multicuisine,,,25,2000,5.0
Nook ,Multicuisine,Aloft,Bengaluru,35,2000,4.1
Nook ,Multicuisine,Aloft,Bengaluru,35,2000,4.1
Caramelts Cafe,Multicuisine,Jayanagar,South Bengaluru,35,1200,5.0
Caramelts Cafe,Multicuisine,Jayanagar,South Bengaluru,35,1200,5.0
Butter Artisan,European,Brigade Road,Central Bengaluru,25,2000,4.7
Butter Artisan,European,Brigade Road,Central Bengaluru,25,2000,4.7
Cafe Stone,Continental,Commercial Street,Central Bengaluru,25,1500,4.2
Cafe Stone,Continental,Commercial Street,Central Bengaluru,25,1500,4.2
403 Forbidden Bar,"Japanese, Pan Asian, Peruvian",Indiranagar,East Bengaluru,25,3000,4.0
403 Forbidden Bar,"Japanese, Pan Asian, Peruvian",Indiranagar,East Bengaluru,25,3000,4.0
The Square,Multicuisine,Novotel,Bengaluru,45,2500,4.2
The Square,Multicuisine,Novotel,Bengaluru,45,2500,4.2
The Black Pearl,Multicuisine,Marathahalli,East Bengaluru,35,2000,4.0
The Black Pearl,Multicuisine,Marathahalli,East Bengaluru,35,2000,4.0
Mamagoto,Pan Asian,Indiranagar,East Bengaluru,35,1500,4.5
Mamagoto,Pan Asian,Indiranagar,East Bengaluru,35,1500,4.5
Rasoiya Street,Multicuisine,Whitefield,East Bengaluru,35,900,4.6
Rasoiya Street,Multicuisine,Whitefield,East Bengaluru,35,900,4.6
PizzaExpress,"Pizza, Italian",,,25,2000,4.5
PizzaExpress,"Pizza, Italian",,,25,2000,4.5
Deck Of Brews,Multicuisine,Kadubeesanahalli,Bengaluru,35,2000,4.3
Deck Of Brews,Multicuisine,Kadubeesanahalli,Bengaluru,35,2000,4.3
9889 Garden Bar & Kitchen,Multicuisine,Yelahanka,North Bengaluru,35,1500,4.0
9889 Garden Bar & Kitchen,Multicuisine,Yelahanka,North Bengaluru,35,1500,4.0
Hoot craft work 2.0,Multicuisine,Sarjapur Road,South Bengaluru,40,2000,3.9
Hoot craft work 2.0,Multicuisine,Sarjapur Road,South Bengaluru,40,2000,3.9
46 Ounces Brewgarden,"Multicuisine, Cocktail Menu",Electronic City,South Bengaluru,35,2000,4.7
46 Ounces Brewgarden,"Multicuisine, Cocktail Menu",Electronic City,South Bengaluru,35,2000,4.7
Lean & Clean (Guilt Free Gourmet),"Cafe, Healthy Food",Victoria Layout,Bengaluru,35,400,1.0
Lean & Clean (Guilt Free Gourmet),"Cafe, Healthy Food",Victoria Layout,Bengaluru,35,400,1.0
Maffei Kitchen,"European, Lebanese",Koramangala,South Bengaluru,25,2000,4.6
Maffei Kitchen,"European, Lebanese",Koramangala,South Bengaluru,25,2000,4.6
Fabelle ,Chocolate Boutique,"Welcomhotel By ITC Hotels, Richmond Road",Bengaluru,25,2000,5.0
Fabelle ,Chocolate Boutique,"Welcomhotel By ITC Hotels, Richmond Road",Bengaluru,25,2000,5.0
Krispy Kreme,Desserts,Richmond Road,Central Bengaluru,25,350,4.0
Krispy Kreme,Desserts,Richmond Road,Central Bengaluru,25,350,4.0
Mangroove Taproom & Kitchen,Multicuisine,Rayasandra,Bengaluru,35,2500,4.1
Mangroove Taproom & Kitchen,Multicuisine,Rayasandra,Bengaluru,35,2500,4.1
Nivy's Resto Cafe,Continental,HSR,South Bengaluru,35,2000,4.5
Nivy's Resto Cafe,Continental,HSR,South Bengaluru,35,2000,4.5
Legends Microbrewery,"Cocktail Menu, Finger Food",Varthur,Bengaluru,25,1200,3.6
Legends Microbrewery,"Cocktail Menu, Finger Food",Varthur,Bengaluru,25,1200,3.6
Prime Golf Brewing and Golfing,Multicuisine,Whitefield,East Bengaluru,35,2500,4.2
Prime Golf Brewing and Golfing,Multicuisine,Whitefield,East Bengaluru,35,2500,4.2
"Anthara - All-day Café, Kitchen And Taproom","American, French",Doddanekkundi,Bengaluru,35,800,4.3
"Anthara - All-day Café, Kitchen And Taproom","American, French",Doddanekkundi,Bengaluru,35,800,4.3
Cosmo,Multicuisine,Hyatt Centric Hebbal,Bengaluru,40,2000,4.2
Cosmo,Multicuisine,Hyatt Centric Hebbal,Bengaluru,40,2000,4.2
Mahjong Room,Chinese,"Welcomhotel By ITC Hotels, Richmond Road",Bengaluru,25,2000,4.5
Mahjong Room,Chinese,"Welcomhotel By ITC Hotels, Richmond Road",Bengaluru,25,2000,4.5
Parika Coastal Village,Multicuisine,Sahakara Nagar,North Bengaluru,35,2500,4.5
Parika Coastal Village,Multicuisine,Sahakara Nagar,North Bengaluru,35,2500,4.5
The Green Plate Society,Multicuisine,Jayanagar,South Bengaluru,35,2500,4.6
The Green Plate Society,Multicuisine,Jayanagar,South Bengaluru,35,2500,4.6
DRIP,"Bakery, Beverages",DoubleTree by Hilton,Bengaluru,50,2000,5.0
DRIP,"Bakery, Beverages",DoubleTree by Hilton,Bengaluru,50,2000,5.0
Edo Restaurant & Bar ,"Japanese, Asian",ITC Gardenia,Bengaluru,25,4500,4.4
Edo Restaurant & Bar ,"Japanese, Asian",ITC Gardenia,Bengaluru,25,4500,4.4
Chili’s Grill & Bar,Tex-Mex,,,25,1700,4.5
Chili’s Grill & Bar,Tex-Mex,,,25,1700,4.5
AnTeRa Kitchen & Bar,"Indian, Biryani",Marathahalli,East Bengaluru,35,2000,4.3
AnTeRa Kitchen & Bar,"Indian, Biryani",Marathahalli,East Bengaluru,35,2000,4.3
Imperio Restaurant ,Multicuisine,Brookefield,East Bengaluru,35,2000,4.1
Imperio Restaurant ,Multicuisine,Brookefield,East Bengaluru,35,2000,4.1
Kalpaney Indiranagar,"Italian, Pan Asian",Indiranagar,East Bengaluru,25,1500,3.7
Kalpaney Indiranagar,"Italian, Pan Asian",Indiranagar,East Bengaluru,25,1500,3.7
Daddy,"Cocktail Menu, Pan Asian",12th main,East Bengaluru,25,2000,4.1
Daddy,"Cocktail Menu, Pan Asian",12th main,East Bengaluru,25,2000,4.1
Momo Company,"Momos, Chinese",KR Puram,North Bengaluru,75,2000,5.0
Momo Company,"Momos, Chinese",KR Puram,North Bengaluru,75,2000,5.0
Kitty Ko,"Asian, Continental",The Lalit Ashok,Bengaluru,25,3000,3.0
Kitty Ko,"Asian, Continental",The Lalit Ashok,Bengaluru,25,3000,3.0
21st Amendment,Multicuisine,100 Feet Road,East Bengaluru,35,2000,4.3
21st Amendment,Multicuisine,100 Feet Road,East Bengaluru,35,2000,4.3
Rumi - The Spirit Of Awadh,"Awadhi, Mughlai, North Indian",12th main,East Bengaluru,40,2000,4.3
Rumi - The Spirit Of Awadh,"Awadhi, Mughlai, North Indian",12th main,East Bengaluru,40,2000,4.3
The Blue Chef,Multicuisine,Kammanahalli,East Bengaluru,35,300,4.0
The Blue Chef,Multicuisine,Kammanahalli,East Bengaluru,35,300,4.0
Swizzle,"Cocktail Menu, Finger Food","Welcomhotel By ITC Hotels, Richmond Road",Bengaluru,25,2500,4.0
Swizzle,"Cocktail Menu, Finger Food","Welcomhotel By ITC Hotels, Richmond Road",Bengaluru,25,2500,4.0
Luscious ,"Continental, Chinese",s Hotel,Bengaluru,25,2000,4.0
Luscious ,"Continental, Chinese",s Hotel,Bengaluru,25,2000,4.0
Bloom Café,Multicuisine,"Bloomrooms, City Centre",Bengaluru,25,1200,4.0
Bloom Café,Multicuisine,"Bloomrooms, City Centre",Bengaluru,25,1200,4.0
Gnome,Multicuisine,Varthur,Bengaluru,35,2000,4.5
Gnome,Multicuisine,Varthur,Bengaluru,35,2000,4.5
Roastea,Multicuisine,Koramangala 4th Block,South Bengaluru,25,2000,4.6
Roastea,Multicuisine,Koramangala 4th Block,South Bengaluru,25,2000,4.6
Kava,"Cocktail Menu, Multicuisine",Fairfield by Marriott,Bengaluru,35,2000,3.8
Kava,"Cocktail Menu, Multicuisine",Fairfield by Marriott,Bengaluru,35,2000,3.8
The West View Lounge,Multicuisine,Hennur,North Bengaluru,35,2000,4.6
The West View Lounge,Multicuisine,Hennur,North Bengaluru,35,2000,4.6
The Green Pearl,Continental,Varthur,Bengaluru,25,800,3.4
The Green Pearl,Continental,Varthur,Bengaluru,25,800,3.4
Yàn Yǎn,Chinese,The Ritz-Carlton,Bengaluru,25,8000,4.0
Yàn Yǎn,Chinese,The Ritz-Carlton,Bengaluru,25,8000,4.0
Katana,Japanese,Indiranagar,East Bengaluru,25,3000,4.0
Katana,Japanese,Indiranagar,East Bengaluru,25,3000,4.0
The Bengaluru Brasserie,Multicuisine,Hyatt Centric MG Road,Bengaluru,25,2000,4.2
The Bengaluru Brasserie,Multicuisine,Hyatt Centric MG Road,Bengaluru,25,2000,4.2
Tapori The RestoBar,Multicuisine,Koramangala 8th Block,South Bengaluru,45,1500,5.0
Tapori The RestoBar,Multicuisine,Koramangala 8th Block,South Bengaluru,45,1500,5.0
Maize & Malt,Multicuisine,Krishnarajapuram Hobli,Bengaluru,25,2000,4.6
Maize & Malt,Multicuisine,Krishnarajapuram Hobli,Bengaluru,25,2000,4.6
The Founders Brewery,"Chinese, North Indian",New BEL Road,North Bengaluru,25,2000,4.6
The Founders Brewery,"Chinese, North Indian",New BEL Road,North Bengaluru,25,2000,4.6
Byg Brewski Brewing company - Yeshwanthpur,Multicuisine,Tumkur Main Rd,North Bengaluru,25,2000,4.4
Byg Brewski Brewing company - Yeshwanthpur,Multicuisine,Tumkur Main Rd,North Bengaluru,25,2000,4.4
Spizzy Restaurant,"Italian, Fusion",Rajarajeshwari Nagar,South Bengaluru,50,450,4.0
Spizzy Restaurant,"Italian, Fusion",Rajarajeshwari Nagar,South Bengaluru,50,450,4.0
Nila - The Supper Club,"Modern Indian, Continental",Cambridge Layout,Bengaluru,25,1000,4.0
Nila - The Supper Club,"Modern Indian, Continental",Cambridge Layout,Bengaluru,25,1000,4.0
Sorso Taproom & Kitchen,"Indian, Asian, Continental",Doddanekkundi,Bengaluru,25,1100,5.0
Sorso Taproom & Kitchen,"Indian, Asian, Continental",Doddanekkundi,Bengaluru,25,1100,5.0
Sky High,Multicuisine,,,50,2000,5.0
Sky High,Multicuisine,,,50,2000,5.0
CRAFT,Cafe,Hyatt Centric Hebbal,Bengaluru,35,2000,4.2
CRAFT,Cafe,Hyatt Centric Hebbal,Bengaluru,35,2000,4.2
The Bangalore Cafe,Multicuisine,Shanti Nagar,Central Bengaluru,35,1600,4.5
The Bangalore Cafe,Multicuisine,Shanti Nagar,Central Bengaluru,35,1600,4.5
URU - Whitefield,Cocktail Menu,Whitefield,East Bengaluru,40,2000,4.7
URU - Whitefield,Cocktail Menu,Whitefield,East Bengaluru,40,2000,4.7
Candles Brewhouse,Multicuisine,Hebbal,North Bengaluru,35,2500,3.9
Candles Brewhouse,Multicuisine,Hebbal,North Bengaluru,35,2500,3.9
Sstella Kitchen and Bar,"Pan Asian, Chinese",Bannerghatta Road,South Bengaluru,35,2000,4.3
Sstella Kitchen and Bar,"Pan Asian, Chinese",Bannerghatta Road,South Bengaluru,35,2000,4.3
Mavericks Farmer’s coffee,"Cafe, European",Cunningham Road,Central Bengaluru,25,800,5.0
Mavericks Farmer’s coffee,"Cafe, European",Cunningham Road,Central Bengaluru,25,800,5.0
Ceylon Curry House,Multicuisine,Residency Road,Central Bengaluru,25,2000,5.0
Ceylon Curry House,Multicuisine,Residency Road,Central Bengaluru,25,2000,5.0
Jewel Sizzle,Multicuisine,JP Nagar,South Bengaluru,35,2000,4.2
Jewel Sizzle,Multicuisine,JP Nagar,South Bengaluru,35,2000,4.2
Lola's All Day Casual Dining + Bar,Global Cuisine,Nagawara,North Bengaluru,35,3000,5.0
Lola's All Day Casual Dining + Bar,Global Cuisine,Nagawara,North Bengaluru,35,3000,5.0
Backer & Charlie,"Cafe, Sandwiches",Frazer Town,Central Bengaluru,25,800,5.0
Backer & Charlie,"Cafe, Sandwiches",Frazer Town,Central Bengaluru,25,800,5.0
Araku Coffee,"Cafe, European",Ashok Nagar,Bengaluru,25,1500,5.0
Araku Coffee,"Cafe, European",Ashok Nagar,Bengaluru,25,1500,5.0
Neo-Kitchen,Multicuisine,Hilton,Bengaluru,35,3500,4.3
Neo-Kitchen,Multicuisine,Hilton,Bengaluru,35,3500,4.3
Flechazo Gold Buffet Restaurant,Multicuisine,Whitefield,East Bengaluru,35,2400,3.9
Flechazo Gold Buffet Restaurant,Multicuisine,Whitefield,East Bengaluru,35,2400,3.9
Klava,"Bakery, Coffee",,,25,2000,4.8
Klava,"Bakery, Coffee",,,25,2000,4.8
Bang,Cocktail Menu,The Ritz-Carlton,Bengaluru,25,4000,4.6
Bang,Cocktail Menu,The Ritz-Carlton,Bengaluru,25,4000,4.6
Tommy's,Indian,Old Airport Road,East Bengaluru,25,1000,4.5
Tommy's,Indian,Old Airport Road,East Bengaluru,25,1000,4.5
Chin Lung Brewery - Indiranagar,Multicuisine,Indiranagar,East Bengaluru,25,2000,4.5
Chin Lung Brewery - Indiranagar,Multicuisine,Indiranagar,East Bengaluru,25,2000,4.5
Neer,South Indian,Hilton,Bengaluru,45,4000,5.0
Neer,South Indian,Hilton,Bengaluru,45,4000,5.0
Cafe 72,"Asian, European",Basavanagudi,South Bengaluru,35,500,4.6
Cafe 72,"Asian, European",Basavanagudi,South Bengaluru,35,500,4.6
Paradise Biryani - A Legend since 1953,Biryani,JP Nagar,South Bengaluru,35,2000,4.7
Paradise Biryani - A Legend since 1953,Biryani,JP Nagar,South Bengaluru,35,2000,4.7
INOX,Fast Food,,,25,2000,4.7
INOX,Fast Food,,,25,2000,4.7
Italia,Italian,The Park,Bengaluru,25,2500,4.7
Italia,Italian,The Park,Bengaluru,25,2500,4.7
Element 3,Multicuisine,Indiranagar,East Bengaluru,35,2000,4.4
Element 3,Multicuisine,Indiranagar,East Bengaluru,35,2000,4.4
11:11 Reserve,European,Banaswadi,North Bengaluru,35,2000,5.0
11:11 Reserve,European,Banaswadi,North Bengaluru,35,2000,5.0
Lakeview Milk Bar,"Fast Food, Ice Cream",MG Road,Central Bengaluru,25,2000,4.4
Lakeview Milk Bar,"Fast Food, Ice Cream",MG Road,Central Bengaluru,25,2000,4.4
"Soho Cafe, Pub & Grill",Multicuisine,Basavanagudi,South Bengaluru,35,2000,4.8
"Soho Cafe, Pub & Grill",Multicuisine,Basavanagudi,South Bengaluru,35,2000,4.8
Hermitage,Multicuisine,Malleshwaram,West Bengaluru,25,2000,4.8
Hermitage,Multicuisine,Malleshwaram,West Bengaluru,25,2000,4.8
Turmeric Trail,Multicuisine,Electronic City Phase 1,South Bengaluru,40,1200,4.0
Turmeric Trail,Multicuisine,Electronic City Phase 1,South Bengaluru,40,1200,4.0
Banjara ,Multicuisine,,,50,2000,3.9
Banjara ,Multicuisine,,,50,2000,3.9
Coconut Grove,Multicuisine,Church Street,Central Bengaluru,25,1200,4.1
Coconut Grove,Multicuisine,Church Street,Central Bengaluru,25,1200,4.1
Aahwanam,Multicuisine,RT Nagar,North Bengaluru,35,1000,2.0
Aahwanam,Multicuisine,RT Nagar,North Bengaluru,35,1000,2.0
Harley's fine baking,"Cafe, Bakery",JP Nagar,South Bengaluru,35,2000,4.9
Harley's fine baking,"Cafe, Bakery",JP Nagar,South Bengaluru,35,2000,4.9
Dock 66,"South Indian, Cocktail Menu",Whitefield,East Bengaluru,35,2000,4.4
Dock 66,"South Indian, Cocktail Menu",Whitefield,East Bengaluru,35,2000,4.4
Bamey's Gastro Bar,"Chinese, Nepalese",Koramangala 5th Block,South Bengaluru,25,2000,4.5
Bamey's Gastro Bar,"Chinese, Nepalese",Koramangala 5th Block,South Bengaluru,25,2000,4.5
ICB Indian Craft Brewery,Multicuisine,,,25,1800,4.6
ICB Indian Craft Brewery,Multicuisine,,,25,1800,4.6
Vanamo,Continental,100 Feet Road,East Bengaluru,35,2500,4.5
Vanamo,Continental,100 Feet Road,East Bengaluru,35,2500,4.5
Techtonic,Finger Food,Hilton,Bengaluru,35,2500,4.3
Techtonic,Finger Food,Hilton,Bengaluru,35,2500,4.3
Isobel Coffee House,"Coffee and Tea, Continental",Ashok Nagar,Bengaluru,25,1000,4.0
Isobel Coffee House,"Coffee and Tea, Continental",Ashok Nagar,Bengaluru,25,1000,4.0
The Big Buffet,Chinese,Electronic City Phase 1,South Bengaluru,35,2000,3.3
The Big Buffet,Chinese,Electronic City Phase 1,South Bengaluru,35,2000,3.3
The Beach,"Indian, Chinese",Kalyan Nagar,North Bengaluru,35,600,4.0
The Beach,"Indian, Chinese",Kalyan Nagar,North Bengaluru,35,600,4.0
Lavonne Cafe,Multicuisine,Jayamahal Extention ,Bengaluru,25,1300,4.0
Lavonne Cafe,Multicuisine,Jayamahal Extention ,Bengaluru,25,1300,4.0
Koriken,Korean,Ashok Nagar,Bengaluru,25,400,4.0
Koriken,Korean,Ashok Nagar,Bengaluru,25,400,4.0
Fanoos,Indian,Richmond Town,Central Bengaluru,25,2000,4.0
Fanoos,Indian,Richmond Town,Central Bengaluru,25,2000,4.0
Juice Land,Juices,Ulsoor,East Bengaluru,25,2000,4.0
Juice Land,Juices,Ulsoor,East Bengaluru,25,2000,4.0
The Corner,Bakery,Hyatt Centric MG Road,Bengaluru,25,2000,4.0
The Corner,Bakery,Hyatt Centric MG Road,Bengaluru,25,2000,4.0
Beijing Bistro,Chinese,,,25,2000,4.0
Beijing Bistro,Chinese,,,25,2000,4.0
The Bar,"Cocktail Menu, Modern South Indian, Reimagined South Indian",UB City,Central Bengaluru,25,5000,4.0
The Bar,"Cocktail Menu, Modern South Indian, Reimagined South Indian",UB City,Central Bengaluru,25,5000,4.0
Bong Bari,,R T Nagar,North Bengaluru,25,1000,4.0
Bong Bari,,R T Nagar,North Bengaluru,25,1000,4.0
Bloom Café,Multicuisine,Bloom Hotel - Richmond Road,Bengaluru,25,1200,4.0
Bloom Café,Multicuisine,Bloom Hotel - Richmond Road,Bengaluru,25,1200,4.0
Donne Biryani House,Biryani,Residency Road,Central Bengaluru,25,2000,4.0
Donne Biryani House,Biryani,Residency Road,Central Bengaluru,25,2000,4.0
U&i cafe & resto,Cafe,Ashok Nagar,Bengaluru,25,2000,4.0
U&i cafe & resto,Cafe,Ashok Nagar,Bengaluru,25,2000,4.0
Taco Bell,"Mexican, Tex-Mex",,,25,2000,4.0
Taco Bell,"Mexican, Tex-Mex",,,25,2000,4.0
Ramji chaiwale,Beverages,Ashok Nagar,Bengaluru,25,2000,4.0
Ramji chaiwale,Beverages,Ashok Nagar,Bengaluru,25,2000,4.0
Tea Lounge,"Chinese, Continental",Ashok Nagar,Bengaluru,25,2000,4.0
Tea Lounge,"Chinese, Continental",Ashok Nagar,Bengaluru,25,2000,4.0
Spotted Cafe,Cafe,Old Madras Road,East Bengaluru,25,2000,4.0
Spotted Cafe,Cafe,Old Madras Road,East Bengaluru,25,2000,4.0
Ice Cream Shop,Desserts,Frazer Town,Central Bengaluru,25,2000,4.0
Ice Cream Shop,Desserts,Frazer Town,Central Bengaluru,25,2000,4.0
Samosa Party,Street Food,Ashok Nagar,Bengaluru,25,2000,4.0
Samosa Party,Street Food,Ashok Nagar,Bengaluru,25,2000,4.0
Snaack shop,Fast Food,Frazer Town,Central Bengaluru,25,2000,4.0
Snaack shop,Fast Food,Frazer Town,Central Bengaluru,25,2000,4.0
Cake Bake Factory,Bakery,Frazer Town,Central Bengaluru,25,2000,4.0
Cake Bake Factory,Bakery,Frazer Town,Central Bengaluru,25,2000,4.0
The Sidewalk Restaurant & Cafe,Multicuisine,s Heritage Hotel,Bengaluru,25,2000,4.0
The Sidewalk Restaurant & Cafe,Multicuisine,s Heritage Hotel,Bengaluru,25,2000,4.0
Kalyani food,Fast Food,Ashok Nagar,Bengaluru,25,2000,4.0
Kalyani food,Fast Food,Ashok Nagar,Bengaluru,25,2000,4.0
Just Yummy,Fast Food,Magrath Road,Bengaluru,25,2000,4.0
Just Yummy,Fast Food,Magrath Road,Bengaluru,25,2000,4.0
Umbaa Pub & Kitchen,Multicuisine,Whitefield,East Bengaluru,35,2000,4.3
Umbaa Pub & Kitchen,Multicuisine,Whitefield,East Bengaluru,35,2000,4.3
Full Circle,Multicuisine,Rajarajeshwari Nagar,South Bengaluru,25,2000,4.3
Full Circle,Multicuisine,Rajarajeshwari Nagar,South Bengaluru,25,2000,4.3
By The Blue,North Indian,,,35,2000,4.2
By The Blue,North Indian,,,35,2000,4.2
The Hub,Cocktail Menu,,,25,2000,4.0
The Hub,Cocktail Menu,,,25,2000,4.0
Dave and Buster's,Multicuisine,Koramangala,South Bengaluru,35,1200,4.3
Dave and Buster's,Multicuisine,Koramangala,South Bengaluru,35,1200,4.3
Chai Point,Fast Food,Church Street,Central Bengaluru,25,2000,4.0
Chai Point,Fast Food,Church Street,Central Bengaluru,25,2000,4.0
Loka By Greenpark Hotels,"Multicuisine, Pan Asian",Greenpark,Bengaluru,35,2000,4.6
Loka By Greenpark Hotels,"Multicuisine, Pan Asian",Greenpark,Bengaluru,35,2000,4.6
Native Bar & Coastal Kitchen,"Indian, South Indian",Bellandur,South Bengaluru,35,900,5.0
Native Bar & Coastal Kitchen,"Indian, South Indian",Bellandur,South Bengaluru,35,900,5.0
